Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
,CO_359:0000124,WtrLogTol_E_1to5,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000121,Waterlogging tolerance,Abiotic stress,Plant tolerance to waterlogging,,WtrLogTol,,Plant,Waterlogging tolerance,,,CO_359:0000122,Waterlogging tolerance class,Estimation,Observe the growth of plants per plot/entry after a waterlogging event and rate the tolerance.,,,CO_359:0000123,1-5 Tolerance scale,Ordinal,,,,,1= highly susceptible,2= susceptible,3= intermediate,4= tolerant,5= highly tolerant,,,,,
,CO_359:0000126,AMoistHarv_M_pct,,,,,,INRA,Nicolas Langlade,,EN,Sunflower,CO_359:0000002,Achene moisture content,Agronomical,Achene moisture content,,AMoist,,Achene,Moisture content,,,CO_359:0000125,Acheme moisture content at harvest,Measurement,Seed water content at harvest,,,CO_359:0000061,%,Numerical,0,0,100,,,,,,,,,,,
,CO_359:0000128,ADryClnHarv_M_pct,,,,,,INRA,Nicolas Langlade,,EN,Sunflower,CO_359:0000007,Achene weight,Agronomical,Achene weight,thousand achene weight,HdAW,,Head,Achene weight,Standard,,CO_359:0000127,Clean and dry achene weight,Measurement,Percentage of clean and dry kernels at harvest,,,CO_359:0000061,%,Numerical,0,0,100,,,,,,,,,,,
,CO_359:0000130,PAW_Cp_g,,,R9,,,"B. Moyers, Julian Pietragalla","B. Moyers, Julian Pietragalla",,EN,Sunflower,CO_359:0000007,Achene weight,Agronomical,Achene weight,thousand achene weight,HdAW,,Head,Achene weight,Standard,,CO_359:0000129,Achene weight per plant,Computation,"Harvest all flower heads with mature seeds, and either allow to air-dry (min. 1 week) or oven dry (min. 3 days). when dry, remove seeds from heads and weigh. use formula to calculate achene weight per plant.",,,CO_359:0000067,g,Numerical,,0,1500,,,,,,,,,,,
,CO_359:0000132,HAW_M_g,,Trial evaluation,Seed,Standard,,"ISU, IBP","Laura Marek, Julian Pietragalla",,EN,Sunflower,CO_359:0000007,Achene weight,Agronomical,Achene weight,thousand achene weight,HdAW,,Head,Achene weight,Standard,,CO_359:0000131,Hundred achene weight,Measurement,Weight of 100 achenes measured in grams,,,CO_359:0000067,g,Numerical,,0,1500,,,,,,,,,,,
,CO_359:0000134,TAW_M_g,,,,,,"INRA, IBP","Nicolas Langlade, Julian Pietragalla",,EN,Sunflower,CO_359:0000007,Achene weight,Agronomical,Achene weight,thousand achene weight,HdAW,,Head,Achene weight,Standard,,CO_359:0000133,Thousand achene weight,Measurement,Taw=(achene_dry_weight / achene_nb)*1000 the thousand achene weight is calculated as such: taw = (achene_dry_weight / achene_nb)*1000,,,CO_359:0000067,g,Numerical,,0,1500,,,,,,,,,,,
,CO_359:0000137,CHex_M_pct,,,,Standard,,ISU,Laura Marek,,EN,Sunflower,CO_359:0000135,Cyclo-hexane yield,Agronomical,Cyclo-hexane yield,CYCLOHEXANE,ClyHx,,Cyclohexane,Yield,Standard,,CO_359:0000136,Cyclo-hexane yield,Measurement,Percent c-hex yield,,,CO_359:0000061,%,Numerical,0,0,100,,,,,,,,,,,
,CO_359:0000139,AYldGross_M_kgha,,,,,,INRA,Nicolas Langlade,,EN,Sunflower,CO_359:0000023,Kernel yield,Quality,Kernel yield,,YldNormH2O,,Seed,Yield,,,CO_359:0000138,"Kernel yield (not cleaned, fresh)",Measurement,Gross kernel yield (with water and impurities),,,CO_359:0000087,kg/ha,Numerical,,0,70,,,,,,,,,,,
,CO_359:0000142,YldClnDry_M_qha,,,,,,INRA,Nicolas Langlade,,EN,Sunflower,CO_359:0000023,Kernel yield,Quality,Kernel yield,,YldNormH2O,,Seed,Yield,,,CO_359:0000140,"Kernel yield (cleaned, dry)",Measurement,Clean and dry kernel yield (no water and no impurities),,,CO_359:0000141,q/ha,Numerical,,0,70,,,,,,,,,,,
,CO_359:0000146,MSterType_E_cat,,,,Standard,,ISU,Laura Marek,,EN,Sunflower,CO_359:0000143,Male sterility type,Agronomical,Male sterility type,MALE_STER_TYPE,MSterType,,Cell,Male sterility ype,Standard,,CO_359:0000144,Male sterility type class,Estimation,Male sterility type,,,CO_359:0000145,ISU Male sterility scale,Ordinal,,,,,Cytoplasmic,Genetic,,,,,,,,
,CO_359:0000149,Methanol_M_pct,,,,Standard,,ISU,Laura Marek,,EN,Sunflower,CO_359:0000147,Methanol yield,Agronomical,Methanol yield,METHANOL,Meth,,Seed,Oil methanol yield,Standard,,CO_359:0000148,Methanol yield,Measurement,Percent methanol yield,,,CO_359:0000061,%,Numerical,0,0,100,,,,,,,,,,,
,CO_359:0000152,KrnlPct_M_pct,,,Seed,Standard,,ISU,Laura Marek,,EN,Sunflower,CO_359:0000150,Seed kernels,Agronomical,Determination of proportion of kernels as part of seeds,KERNEL_PERC,KrnlPct,,Seed,Nutmeat,Standard,,CO_359:0000151,Kernel content,Measurement,Kernel percentage of seed. hull to nutmeat percentage.,,,CO_359:0000061,%,Numerical,0,0,100,,,,,,,,,,,
,CO_359:0000153,PerOil_M_pct,,,,Standard,,ISU,Laura Marek,,EN,Sunflower,CO_359:0000042,Seed oil content,Biochemical,Oil content in seed,total seed oil content,TotSeedOilCont,,Seed,Oil content,Standard,,CO_359:0000057,Oil content (dry),Measurement,"Kernel oil content, percentage of dry weight at harvest.",,,CO_359:0000061,%,Numerical,0,0,100,,,,,,,,,,,
,CO_359:0000155,OilDW_M_pct,,,,,,INRA,Nicolas Langlade,,EN,Sunflower,CO_359:0000154,Seed oil content dry,Agronomical,Oil content of seeds,,OilDW,,Seed,Seed oil content dry,,,CO_359:0000057,Oil content (dry),Measurement,"Kernel oil content, percentage of dry weight at harvest.",,,CO_359:0000061,%,Numerical,0,0,100,,,,,,,,,,,
,CO_359:0000158,OilNorm_M_pct,,,,,,INRA,Nicolas Langlade,,EN,Sunflower,CO_359:0000156,Seed oil content dry 2% impurity,Agronomical,Oil content,,OilNorm,,Seed,Seed oil content dry 2% impurity,,,CO_359:0000157,"Commercial oil content (9% water, 2% impurity)",Measurement,Kernel oil content (dry and clean kernels) at harvest in accordance to the commercial norms. norms are: 9% of water content and 2% impurities.,,,CO_359:0000061,%,Numerical,0,0,100,,,,,,,,,,,
,CO_359:0000161,OilNormH20_M_pct,,,,,,INRA,Nicolas Langlade,,EN,Sunflower,CO_359:0000159,Seed oil content dry not cleaned,Agronomical,Oil content,,OilNormH20,,Seed,Seed oil content dry not cleaned,,,CO_359:0000160,"Commercial oil content (9% water, not cleaned)",Measurement,Kernel oil content (kernels were not cleaned) at harvest in accordance to the commercial norms relative to water content(9% of water content),,,CO_359:0000061,%,Numerical,0,0,100,,,,,,,,,,,
,CO_359:0000164,AvailSoilH20Rat_E_n,,,,,,INRA,Nicolas Langlade,,EN,Sunflower,CO_359:0000162,Soil water,Agronomical,Determination of available soil water,,AvailSoilH20Rat,,Soil,Water,,,CO_359:0000163,Soil water ratio,Estimation,Estimated soil water ratio available for the plant in the substrate.,,,CO_359:0000094,ratio,Numerical,,10,30,,,,,,,,,,,
,CO_359:0000166,AMoist_M_pct,,Trial evaluation,,,,"INRA, IBP","Nicolas Langlade, Julian Pietragalla",,EN,Sunflower,CO_359:0000002,Achene moisture content,Agronomical,Achene moisture content,,AMoist,,Achene,Moisture content,,,CO_359:0000165,Achene moisture content,Measurement,Seed water content at a given date (seed_h2o_meastime),,,CO_359:0000061,%,Numerical,0,0,100,,,,,,,,,,,
,CO_359:0000170,AN_Cp_Ach,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000167,Achene number,Agronomical,Number of achene per unit (area),,AN,,Achene,Number,,,CO_359:0000168,Achene number per m2,Computation,Use formula to calculate achene number.,,,CO_359:0000169,achene/m2,Numerical,,,,,,,,,,,,,,
,CO_359:0000174,HdAN_Ct_Ach,,Trial evaluation,,,,"IBP, UBC","Julian Pietragalla, B. Moyers",,EN,Sunflower,CO_359:0000171,Achene per head,Agronomical,Number of achene per head,,HdAN,,Achene,Number,,,CO_359:0000172,Achenes per head,Counting,Count and record achene number per head.,,,CO_359:0000173,achenes/head,Numerical,,,,,,,,,,,,,,
,CO_359:0000177,ASdSett_Cp_pct,,"Nursery, Trial evaluation",,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000175,Achene seed setting,Agronomical,Seed setting as proportion of filled achenes over total achenes number,,ASdSett,,Achene,Seed setting,,,CO_359:0000176,Achene seed setting percentage,Computation,Compute the seed setting as proportion of filled achenes over total achenes number.,100 x (Filled achenes)/(Total achenes),IBPGR-Descriptors,CO_359:0000061,%,Numerical,0,0,100,,,,,,,,,,,
,CO_359:0000179,HdAW_Cp_g,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000007,Achene weight,Agronomical,Achene weight,thousand achene weight,HdAW,,Head,Achene weight,Standard,,CO_359:0000178,Achene weight per head,Computation,Use formula to calculate achene weight per head.,,,CO_359:0000067,g,Numerical,,0,1500,,,,,,,,,,,
,CO_359:0000182,AYldDW_Cp_kgha,,Trial evaluation,,,,"INRA, IBP","Nicolas Langlade, Julian Pietragalla",,EN,Sunflower,CO_359:0000180,Achene yield,Agronomical,Achene yield,,AYldDW,,Achene,Yield,,,CO_359:0000181,Achene yield (Dry weight),Computation,Use formula to calculate seed yield in dry weight basis.,,,CO_359:0000087,kg/ha,Numerical,,0,70,,,,,,,,,,,
,CO_359:0000185,AYldAdj_Cp_kgha,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000183,Achene yield adjusted,Agronomical,Achene yield adjusted,,AYldAdj14,,Achene,Yield,,,CO_359:0000184,Achene yield (Adjusted weight),Computation,Use formula to calculate seed yield adjusted to 14% moisture.,,,CO_359:0000087,kg/ha,Numerical,,0,70,,,,,,,,,,,
,CO_359:0000187,AYldFW_M_gPlot,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000008,Achene yield fresh per plot,Agronomical,Achene yield fresh,,AYldFW,,Achene,Yield,,,CO_359:0000186,Achene yield (Plot fresh weight),Measurement,"Record weight of harvested seed. in breeding trials, a sample area (rather than the whole plot) is generally used for estimating yield.",,,CO_359:0000068,g/plot,Numerical,,,,,,,,,,,,,,
,CO_359:0000189,AYldFW_Cp_kgha,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000008,Achene yield fresh per plot,Agronomical,Achene yield fresh,,AYldFW,,Achene,Yield,,,CO_359:0000188,Achene yield (Fresh weight),Computation,Use formula to calculate seed yield in fresh (field) weight basis.,,,CO_359:0000087,kg/ha,Numerical,,0,70,,,,,,,,,,,
,CO_359:0000193,PAN_Ct_Ach,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000190,Achenes per plant,Agronomical,Number of achenes per plant,,PAN,,Achene,Number,,,CO_359:0000191,Achenes per plant,Counting,Count and record achene number per plant.,,,CO_359:0000192,achene/plant,Numerical,,,,,,,,,,,,,,
,CO_359:0000195,BMDW_M_gPlot,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000010,Biomass yield,Agronomical,Amount (weight) of biomass that was harvested per unit area,Biological yield,BMDW,,Plant,Biomass,,,CO_359:0000194,Biomass yield (Plot Dry weight),Measurement,"Record weight of harvested biomass. in breeding trials, a sample area (rather than the whole plot) is generally used for estimating biomass yield.",,,CO_359:0000068,g/plot,Numerical,,,,,,,,,,,,,,
,CO_359:0000197,BMDW_Cp_gPlot,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000010,Biomass yield,Agronomical,Amount (weight) of biomass that was harvested per unit area,Biological yield,BMDW,,Plant,Biomass,,,CO_359:0000196,Biomass yield (Dry weight),Computation,Use formula to calculate biomass yield in dry weigh basis.,,,CO_359:0000087,kg/ha,Numerical,,0,70,,,,,,,,,,,
,CO_359:0000200,HI_Cp_pct,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000198,Harvest index,Agronomical,Ratio of achene yield to total above ground biomass,Biomass partitioning to achene,HI,,Plant,Harvest index,,,CO_359:0000199,Harvest index (%),Computation,Use formula to calculate harvest index.,MISSING,,CO_359:0000061,%,Numerical,0,0,100,,,,,,,,,,,
,CO_359:0000203,HdW_M_g,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000201,Head weight,Agronomical,Head weight,,HdW,,Head,Weight,,,CO_359:0000202,Head weight (average),Measurement,Measure head weight of n samples and record the average.,,,CO_359:0000067,g,Numerical,,0,1500,,,,,,,,,,,
,CO_359:0000206,OilYld_Cp_kgha,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000204,Oil yield,Agronomical,Amount (weight or volume) of oil per unit area,,OilYld,,Seed,Oil yield,,,CO_359:0000205,Computed oil yield (achene yield x oil content),Computation,Oil yield is calculated as the product of achene yield and achene oil content.,MISSING,,CO_359:0000087,kg/ha,Numerical,,0,70,,,,,,,,,,,
,CO_359:0000209,PN_Ct_Pltha,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000037,Plant density,Agronomical,Plants per unit area or sample,"Plant establishment, Crop stand, Plant density, Plant population",PN,,Plant,Number,,,CO_359:0000207,Plant number per ha,Computation,Calculate plant number using the formula.,MISSING,,CO_359:0000208,plant/ha,Numerical,,,,,,,,,,,,,,
,CO_359:0000212,PN_Ct_Pltm,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000037,Plant density,Agronomical,Plants per unit area or sample,"Plant establishment, Crop stand, Plant density, Plant population",PN,,Plant,Number,,,CO_359:0000210,Plant number per m,Counting,"Count plants in a sampling unit (plot, quadrat, lineal meter, row, etc).",,,CO_359:0000211,plant/m,Numerical,,,,,,,,,,,,,,
,CO_359:0000215,PN_Ct_PltPlot,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000037,Plant density,Agronomical,Plants per unit area or sample,"Plant establishment, Crop stand, Plant density, Plant population",PN,,Plant,Number,,,CO_359:0000213,Plant number per plot,Counting,"Count plants in a sampling unit (plot, quadrat, lineal meter, row, etc).",,,CO_359:0000214,plant/plot,Numerical,,,,,,,,,,,,,,
,CO_359:0000218,PEVig_E_1to5,,"Nursery, Trial evaluation",,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000216,Plant early vigour,Agronomical,Plant early vigour as an assessment of vegetative growth to describe the capacity of a seedling or plan to grow,,PEVig,,Plant,Early vigour,,,CO_359:0000217,Plant vigour per plot class,Estimation,Observe vigour of the plants per plot/entry and rate it.,,,CO_359:0000062,1-5 General scoring scale,Ordinal,,,,,1= very poor (VP),2= poor (P),3= fair (F),4= good (G),5= very good (VG),,,,,
,CO_359:0000221,PH_E_1to9,,"Nursery, Trial evaluation",,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000038,Plant height,Morphological,Plant height,MINIMUM PLANT HEIGHT,MinPltHgt,,Plant,Height,Standard,,CO_359:0000219,Plant height class,Estimation,Estimate plant height and rate it.,,IBPGR-Descriptors,CO_359:0000220,IBPGR Plant height scale (1-9),Ordinal,,,,,"1= Dwarf, less than 40 cm.","2= Extremely small, 40.1 - 80.0 cm.","3 Small, 80.1 - 120.0 cm.","4= Small to medium, 120.1 - 160.0 cm.","5= Medium, 160.1 - 200.0 cm.","6= Medium to tall, 200.1 - 240 cm.","7= Tall, 240.1 - 280.0 cm.","8= Tall to extremely tall, 280.1 - 320.0 cm.","9= Extremely tall, greater than 320.0 cm.",
,CO_359:0000223,LodgInc_E_pct,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000039,Plant lodging,Agronomical,Plant lodging,,LodgInc,,Plant,Lodging incidence,,,CO_359:0000222,Plant lodging incidence,Estimation,Observe plant lodging per plot/entry and rate it.,,,CO_359:0000061,%,Numerical,0,0,100,,,,,,,,,,,
,CO_359:0000225,LodgSus_E_0to9,,Trial evaluation,,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000039,Plant lodging,Agronomical,Plant lodging,,LodgInc,,Plant,Lodging incidence,,,CO_359:0000224,Plant lodging susceptibility class,Estimation,Observe lodging susceptibility and record it.,,,CO_359:0000074,IBPGR Susceptibility scale (0-9),Ordinal,,,,,0= Absent,1= Very low or no visible sign of susceptibility,2= Very low to low susceptibility,3= Low susceptibility,4= Low to intermediate susceptibility,5= Intermediate susceptibility,6= Intermediate to high susceptibility,7= High susceptibility,8= High to very high susceptibility,9= Very high susceptibility
,CO_359:0000228,AgrScr_E_1to5,,"Nursery, Trial evaluation",,,,IBP,Julian Pietragalla,,EN,Sunflower,CO_359:0000226,Plant phenotypic acceptability,Agronomical,Rating of overall agronomic attributes and health of plants,Agronomical score,AgrScr,,Plant,Phenotypic acceptability,,,CO_359:0000227,Phenotypic acceptability class,Estimation,For phenotypic acceptability (agronomic score) observe visually detectable signs of factors limiting yields and rate it.,,,CO_359:0000062,1-5 General scoring scale,Ordinal,,,,,1= very poor (VP),2= poor (P),3= fair (F),4= good (G),5= very good (VG),,,,,
,CO_359:0000231,StDia_M_cm,,Trial evaluation,,Standard,,"ISU, IBP","Laura Marek, Julian Pietragalla",,EN,Sunflower,CO_359:0000229,Stalk diameter,Agronomical,Stalk diameter,STALK DIAMETER,StalkDiam,,Stem,Diameter,Standard,,CO_359:0000230,Stem diameter 60 cm above ground,Measurement,Stalk diameter in centimeters measured 60 centimeters above the ground.,,,CO_359:0000063,cm,Numerical,,0,,,,,,,,,,,,
,CO_359:0000234,AlloPres_E_0to1,,,All,Standard,,ISU,Laura Marek,,EN,Sunflower,CO_359:0000232,Allomones,Biochemical,Presence of allomones,ALLOMONES,AlloPres,,Leaf,Allomones,Standard,,CO_359:0000233,Allomone presence,Estimation,Test for the presence of allomones in individual plant,,,CO_359:0000093,presence/absence,Nominal,,,,,1=PRESENCE,0=ABSENCE,,,,,,,,
,CO_359:0000237,BC_M_pct,,,R9,,,UBC,"Lexer C, Welch ME, Raymond O, Rieseberg LH",,EN,Sunflower,CO_359:0000235,Boron content,Biochemical,Boron content in the plant,boron content,BC,,Plant,Boron content,,,CO_359:0000236,Plant boron content,Measurement,Total aboveground biomass is analyzed for elemental content using icap spectrometry,,"Lexer C, Welch ME, Raymond O, Rieseberg LH (2003) The origin of ecological divergence in Helianthus paradoxus (Asteraceae): selection on transgressive characters in a novel hybrid habitat. Evolution, in press.",CO_359:0000061,%,Numerical,0,0,100,,,,,,,,,,,
,CO_359:0000240,CaC_M_pct,,,R9,,,UBC,"Lexer C, Welch ME, Raymond O, Rieseberg LH",,EN,Sunflower,CO_359:0000238,Calcium content,Biochemical,Percent of calcium content in the plant,calcium content,CaC,,Plant,Calcium content,,,CO_359:0000239,Plant Calcium content,Measurement,Total aboveground biomass is analyzed for Calciuml content using icap spectrometry,,"Lexer C, Welch ME, Raymond O, Rieseberg LH (2003) The origin of ecological divergence in Helianthus paradoxus (Asteraceae): selection on transgressive characters in a novel hybrid habitat. Evolution, in press.",CO_359:0000061,%,Numerical,0,0,100,,,,,,,,,,,
,CO_359:0000243,Kairomones_M_pres,,,,Standard,,ISU,Laura Marek,,EN,Sunflower,CO_359:0000241,Kairomone presence,Biochemical,Presence of kairomones,KAIROMONES,Kairomones,,Plant,Kairomones,Standard,,CO_359:0000242,Kairomone presence,Estimation,Presence or absence of kairomones,,,CO_359:0000093,presence/absence,Nominal,,,,,1=PRESENCE,0=ABSENCE,,,,,,,,
